,1a,1b,1c,1d,1e,1f,1g,1h,2a,2b,2c,2d,2e,2f,2g,2h,3a,3b,3c,3d,3e,3f,3g,3h,4a,4b,4c,4d,4e,4f,4g,4h,5a,5b,5c,5d,5e,5f,5g,5h,6a,6b,6c,6d,6e,6f,6g,6h,7a,7b,7c,7d,7e,7f,7g,7h,8a,8b,8c,8d,8e,8f,8g,8h,val
0,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
1,r,n,b,q,k,b,n,r,p,p,p,p,0,p,p,p,0,0,0,0,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,124.0
2,r,n,b,q,k,0,n,r,p,p,p,p,0,p,p,p,0,0,0,b,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,209.0
3,r,n,b,q,k,0,n,r,p,p,p,p,0,p,p,p,0,0,0,0,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,R,R,0,B,Q,K,B,0,0,329.0
4,r,n,b,q,k,0,n,r,p,p,0,p,0,p,p,p,0,0,0,N,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,R,R,0,B,Q,K,B,0,0,530.0
5,r,n,b,q,0,k,n,r,p,p,0,p,0,p,p,p,0,0,0,N,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,0,P,P,R,R,0,B,Q,K,B,0,0,529.0
6,r,n,b,q,0,k,n,r,0,p,0,p,0,p,p,p,p,0,0,N,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,B,0,N,0,0,P,P,P,P,0,P,P,R,R,0,B,Q,K,0,0,0,530.0
7,r,n,b,q,0,k,0,r,0,p,0,p,0,p,p,p,p,0,0,N,p,n,0,0,0,0,p,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,N,0,0,P,P,P,P,0,P,P,R,R,0,B,Q,K,0,0,0,526.0
8,r,n,b,0,0,k,0,r,0,p,0,p,0,p,p,p,p,0,0,N,p,P,0,0,q,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,N,0,0,P,P,P,P,0,P,P,R,R,0,B,Q,K,0,0,0,727.5
9,r,n,b,0,0,k,0,r,0,p,0,p,0,p,p,p,p,0,0,N,p,P,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,N,0,0,P,P,P,B,0,P,P,R,R,0,0,Q,K,0,0,0,1521.5
10,r,n,N,0,0,k,0,r,0,p,0,p,0,p,0,p,p,0,0,0,p,p,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,N,0,0,P,P,P,B,0,P,P,R,R,0,0,Q,K,0,0,0,1618.0
11,r,n,N,0,0,k,0,r,0,p,0,p,0,p,0,B,p,0,0,0,0,p,0,0,0,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,B,0,P,P,R,R,0,0,Q,K,0,0,0,1715.0
12,r,n,N,0,0,k,0,0,0,p,0,p,0,p,0,R,p,0,0,0,0,p,0,0,0,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,B,0,P,P,0,R,0,0,Q,K,0,0,0,1917.0
13,r,n,0,0,0,k,0,0,0,p,0,0,0,p,0,R,p,0,0,N,0,p,0,0,0,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,B,0,P,P,0,R,0,0,Q,K,0,0,0,2018.5
14,r,n,0,0,0,0,0,0,0,N,0,0,k,p,0,R,p,0,0,0,0,p,0,0,0,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,B,0,P,P,0,R,0,0,Q,K,0,0,0,2117.5
15,r,n,0,0,0,0,0,R,0,N,0,0,k,p,0,0,p,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,B,0,P,P,0,R,0,0,Q,K,0,0,0,2307.5
16,r,n,0,0,0,0,0,R,0,N,0,0,k,p,0,0,0,0,0,0,0,p,0,0,B,0,0,0,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,0,R,0,0,Q,K,0,0,0,2410.0
17,0,n,0,0,0,0,0,R,0,N,0,0,k,p,0,0,0,0,0,Q,0,p,0,0,r,0,0,0,p,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,0,R,0,0,0,K,0,0,0,11904.5
18,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
19,r,n,b,q,k,b,0,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,n,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,123.0
20,r,n,b,q,k,b,0,r,0,p,p,p,p,p,p,p,0,0,0,0,0,0,0,n,p,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,129.5
21,r,n,b,q,k,b,0,r,0,p,p,p,p,p,0,p,0,0,0,0,0,0,0,n,p,0,0,0,N,0,p,0,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,136.0
22,0,n,b,q,k,b,0,r,r,p,p,p,p,p,0,p,0,0,0,0,0,0,0,n,p,0,0,0,N,0,B,0,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,238.5
23,0,n,b,q,k,b,0,r,r,0,p,p,p,p,0,p,0,0,0,0,0,0,0,n,p,N,0,0,N,0,B,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,529.0
24,0,0,b,q,k,b,0,r,N,0,p,p,p,p,0,p,n,0,0,0,0,0,0,n,p,0,0,0,N,0,B,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,1025.0
25,0,0,b,q,k,b,0,r,N,0,p,p,p,0,0,p,n,0,0,0,0,0,0,B,p,0,0,0,N,p,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,1031.5
26,0,0,b,q,k,0,0,r,N,0,p,p,p,0,0,p,n,0,0,0,0,0,0,b,p,0,0,0,N,p,0,0,0,0,0,P,0,0,0,0,0,0,0,Q,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,0,K,B,0,R,1026.5
27,0,0,b,q,k,b,0,r,N,0,p,p,p,0,0,p,n,0,0,0,0,0,0,0,p,0,0,0,N,Q,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,0,K,B,0,R,10904.5
28,0,0,b,q,k,b,0,r,N,0,p,0,p,Q,0,p,n,0,0,0,0,0,0,0,p,0,0,p,N,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,0,K,B,0,R,10905.0
29,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
30,r,n,b,q,k,b,n,r,p,p,p,0,p,p,p,p,0,0,0,p,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,120.5
31,r,n,b,q,k,b,n,r,p,p,p,0,p,p,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,128.0
32,r,n,b,0,k,b,n,r,p,p,p,q,p,p,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,139.5
33,r,n,b,0,k,b,n,r,p,p,p,0,p,p,0,p,0,0,0,p,q,0,p,0,0,0,0,0,0,0,0,0,0,0,0,P,N,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,147.5
34,r,n,b,0,k,b,n,r,p,p,p,0,p,p,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,P,N,0,0,0,0,0,N,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,937.5
35,r,0,b,0,k,b,n,r,p,p,p,0,p,p,0,p,0,0,n,p,0,0,p,0,0,0,0,P,0,0,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,1011.0
36,r,0,0,0,k,b,n,r,p,p,p,0,p,p,0,p,0,0,n,p,P,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,1209.5
37,r,0,0,0,k,b,n,r,p,p,p,0,p,0,0,p,0,0,n,p,p,0,p,0,0,N,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,1207.0
38,0,r,0,0,k,b,n,r,p,p,N,0,p,0,0,p,0,0,n,p,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,1308.5
39,0,r,0,0,0,b,n,r,p,p,0,k,p,0,0,p,0,0,n,p,p,0,p,0,0,N,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,B,Q,K,B,0,R,1308.5
40,0,r,0,0,0,b,n,r,p,p,0,k,p,0,0,p,0,0,n,0,p,0,p,0,0,N,0,p,0,0,0,0,0,0,0,0,N,B,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,0,Q,K,B,0,R,1309.5
41,0,r,0,0,0,b,0,r,p,p,0,k,p,0,0,p,0,0,n,0,p,N,p,0,0,N,0,p,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,0,Q,K,B,0,R,1625.5
42,0,r,k,0,0,b,0,r,p,p,0,0,p,0,0,N,0,0,n,0,p,0,p,0,0,N,0,p,0,0,0,0,0,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,0,Q,K,B,0,R,1723.5
43,0,r,k,0,0,N,0,r,p,p,0,0,p,0,0,0,0,0,n,0,p,0,p,0,0,N,0,0,0,0,0,0,0,0,0,p,0,B,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,P,0,0,0,Q,K,B,0,R,1992.5
44,0,r,k,0,0,N,0,0,p,p,0,0,p,0,0,0,0,0,n,0,p,0,p,0,0,N,0,0,0,0,0,0,0,0,0,p,0,B,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,R,0,0,0,Q,K,B,0,0,2391.5
45,0,r,k,0,0,N,0,0,p,p,0,0,p,0,0,0,0,0,0,0,p,0,p,0,0,N,0,0,B,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,R,0,0,0,Q,K,B,0,0,2693.5
46,0,r,k,0,0,N,0,0,0,p,0,0,p,0,0,0,0,0,0,0,p,0,p,0,p,N,0,0,B,0,0,0,0,0,0,Q,0,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,R,0,0,0,0,K,B,0,0,12697.5
47,0,r,k,0,0,N,0,0,Q,p,0,0,p,0,0,0,0,0,0,0,p,0,p,0,0,N,0,0,B,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,R,0,0,0,0,K,B,0,0,13195.5
48,Q,0,k,0,0,N,0,0,0,p,0,0,p,0,0,0,0,0,0,0,p,0,p,0,0,N,0,0,B,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,P,P,0,P,P,P,R,0,0,0,0,K,B,0,0,13195.5
49,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
50,r,n,b,q,k,b,n,r,0,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,126.0
51,0,n,b,q,k,b,n,r,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,B,N,R,134.0
52,0,n,b,q,k,b,n,r,r,p,p,0,p,p,p,p,p,0,0,p,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,B,0,R,137.0
53,0,n,b,q,k,b,n,r,r,p,p,0,p,p,p,0,p,0,0,p,0,0,0,0,0,0,0,N,0,0,0,p,0,0,0,P,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,B,0,R,142.5
54,0,n,b,q,k,b,n,r,r,p,p,0,0,p,p,0,p,0,0,p,0,0,0,0,0,0,0,N,p,0,B,p,0,0,0,P,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,0,Q,K,B,0,R,215.0
55,0,n,b,0,k,b,n,r,r,p,N,0,0,p,p,0,p,0,0,p,0,0,0,0,0,0,0,0,p,0,q,p,0,0,0,P,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,0,Q,K,B,0,R,734.0
56,0,n,b,0,0,b,n,r,r,p,N,0,k,p,p,0,p,0,0,p,0,0,0,0,0,0,0,0,p,0,N,p,0,0,0,P,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,Q,K,B,0,R,737.0
57,0,n,b,0,0,b,n,r,r,p,N,0,k,p,p,0,p,0,0,p,0,0,0,0,0,0,0,0,0,0,N,p,0,0,0,Q,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,916.5
58,0,n,b,0,0,b,0,r,Q,p,N,0,k,p,p,0,p,0,0,p,0,n,0,0,0,0,0,0,0,0,N,p,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,1324.0
59,0,n,b,0,0,b,0,r,Q,p,N,0,k,p,p,0,p,0,0,p,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,1522.0
60,0,Q,b,0,0,b,0,r,0,p,N,0,k,p,p,0,0,0,0,p,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,2013.0
61,0,0,0,0,Q,b,0,r,0,p,N,0,k,p,p,0,0,0,0,p,b,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,11801.5
62,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
63,r,n,b,q,k,b,0,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,n,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,123.0
64,r,n,b,q,k,b,0,r,0,p,p,p,p,p,p,p,0,0,0,0,0,0,0,n,p,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,129.5
65,r,0,b,q,k,b,0,r,0,p,p,p,p,p,p,p,n,0,0,0,0,0,0,n,p,0,0,0,N,0,0,0,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,134.0
66,r,0,b,q,k,b,0,r,0,p,p,p,p,p,p,p,n,0,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,P,0,0,N,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,408.0
67,r,0,b,q,k,b,0,r,0,0,p,p,p,p,p,p,n,p,0,0,0,0,0,0,p,0,0,N,0,0,0,0,0,0,0,P,0,0,N,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,432.0
68,r,0,b,q,k,b,0,r,0,0,p,p,p,0,p,p,n,p,0,0,0,0,0,0,p,0,0,N,0,p,0,0,0,0,0,P,0,0,0,0,0,0,0,0,N,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,434.5
69,0,0,b,q,k,b,0,r,r,0,p,p,p,0,p,p,n,p,0,0,0,0,0,0,p,0,0,N,0,N,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,537.0
70,r,0,b,q,k,b,0,r,0,0,p,p,p,0,p,p,n,p,0,0,0,0,0,0,p,0,0,N,0,N,0,0,0,0,0,P,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,B,0,R,619.0
71,r,0,0,q,k,b,0,r,0,b,p,p,p,0,p,p,n,p,0,0,0,0,0,0,p,0,0,N,0,N,0,Q,0,0,0,P,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,737.5
72,r,0,0,q,k,b,0,r,0,b,p,p,p,0,0,p,n,p,0,0,0,0,p,0,p,0,0,N,0,N,0,0,0,0,0,P,P,0,0,0,0,0,0,0,0,Q,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,443.0
73,r,0,0,q,k,b,0,r,0,b,p,p,p,0,0,p,0,p,0,0,0,0,p,0,p,0,P,N,0,N,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,Q,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,734.5
74,r,0,0,q,k,b,0,r,0,b,p,p,p,0,0,p,0,0,0,0,0,0,p,0,p,0,p,N,0,N,0,0,0,0,0,0,P,0,0,0,0,0,Q,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,814.0
75,r,0,0,q,k,0,0,r,0,b,p,p,p,0,Q,p,0,0,0,0,0,0,p,0,p,0,p,N,0,N,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,1208.5
76,r,0,0,q,k,0,0,r,0,0,N,p,p,0,Q,p,b,0,0,0,0,0,p,0,p,0,p,0,0,N,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,10908.5
77,r,0,0,0,k,0,0,r,0,0,q,p,Q,0,0,p,b,0,0,0,0,0,p,0,p,0,p,0,0,N,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,10908.5
78,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
79,r,n,b,q,k,b,n,r,0,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,122.0
80,r,n,b,q,k,b,n,r,0,0,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,128.5
81,r,n,b,q,k,b,n,r,0,0,p,p,p,0,p,p,p,p,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,129.0
82,r,n,b,q,k,b,n,r,0,0,p,p,p,0,p,p,0,p,0,0,0,p,0,0,p,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,139.5
83,r,n,0,q,k,b,n,r,0,b,p,p,p,0,p,p,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,132.5
84,r,n,0,q,k,b,n,r,0,0,p,p,p,0,p,p,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,P,P,P,P,P,P,B,P,R,0,B,Q,K,0,0,R,333.0
85,B,n,0,q,k,b,0,r,0,0,p,p,p,0,p,p,0,p,0,0,0,p,0,n,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,N,0,0,0,P,P,P,P,P,P,0,P,R,0,B,Q,K,0,0,R,825.0
86,B,n,0,q,k,b,r,0,0,0,p,p,p,0,p,p,0,p,0,0,0,p,0,n,p,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,0,P,R,0,B,Q,K,0,0,R,831.5
87,0,0,0,q,k,b,r,0,0,0,p,p,p,0,p,p,0,p,B,0,0,p,0,n,p,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,0,P,R,0,B,Q,K,0,0,R,910.5
88,0,0,0,q,k,b,r,0,0,0,p,0,p,0,p,p,0,p,p,0,0,p,0,n,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,0,P,R,0,B,Q,K,0,0,R,825.5
89,0,0,0,0,k,b,r,0,0,0,p,0,p,0,p,p,0,p,p,0,0,p,0,n,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,B,P,P,0,P,R,0,0,Q,K,0,0,R,1621.5
90,0,0,0,0,0,b,r,0,0,0,p,k,p,0,p,p,0,p,p,0,0,p,0,B,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,0,P,R,0,0,Q,K,0,0,R,1920.0
91,0,0,k,0,0,b,r,0,0,0,p,0,p,0,p,p,0,p,p,0,0,p,0,0,p,0,0,0,0,0,0,0,0,0,N,0,0,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,0,P,R,0,0,Q,K,0,0,R,1920.5
92,0,0,k,0,0,b,r,0,0,0,p,0,p,0,0,p,0,p,p,0,0,p,p,0,p,0,0,0,0,0,0,0,0,0,N,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,Q,K,0,0,R,1928.0
93,0,0,k,0,0,b,r,0,0,0,p,0,p,0,0,p,0,0,p,0,0,p,p,0,N,p,0,0,0,0,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,Q,K,0,0,R,2019.5
94,0,0,k,0,0,b,r,0,0,0,p,0,0,0,0,p,0,0,N,0,p,p,p,0,0,p,0,0,0,0,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,Q,K,0,0,R,2122.0
95,0,0,k,0,0,0,r,0,0,0,p,0,N,0,b,p,0,0,0,0,p,p,p,0,0,p,0,0,0,0,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,Q,K,0,0,R,2513.0
96,0,k,0,0,0,0,N,0,0,0,p,0,0,0,b,p,0,0,0,0,p,p,p,0,0,p,0,0,0,0,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,Q,K,0,0,R,2617.0
97,0,k,0,Q,0,0,N,0,0,0,p,0,0,0,b,p,0,0,0,0,p,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,0,K,0,0,R,2703.5
98,0,0,0,0,0,0,N,0,0,k,Q,0,0,0,b,p,0,0,0,0,p,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,0,K,0,0,R,2913.0
99,k,0,0,0,0,0,N,0,0,0,0,0,0,0,b,p,0,0,Q,0,p,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,P,B,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,0,K,0,0,R,12800.5
100,0,0,0,0,0,0,N,0,k,0,0,0,0,0,b,p,0,0,Q,0,p,0,p,0,0,N,0,0,0,p,0,0,0,0,0,0,P,B,0,0,0,0,0,0,0,0,0,0,P,P,P,0,0,P,0,P,R,0,0,0,K,0,0,R,12800.5
