,1a,1b,1c,1d,1e,1f,1g,1h,2a,2b,2c,2d,2e,2f,2g,2h,3a,3b,3c,3d,3e,3f,3g,3h,4a,4b,4c,4d,4e,4f,4g,4h,5a,5b,5c,5d,5e,5f,5g,5h,6a,6b,6c,6d,6e,6f,6g,6h,7a,7b,7c,7d,7e,7f,7g,7h,8a,8b,8c,8d,8e,8f,8g,8h,val
10,r,0,b,0,0,Q,n,N,p,0,0,p,0,0,0,0,n,0,0,0,p,0,0,0,0,p,p,0,k,0,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,0,K,B,0,R,2119.0
11,r,0,0,0,0,Q,n,0,p,b,0,p,0,N,0,0,n,0,0,0,p,0,0,0,0,p,p,0,k,0,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,0,K,B,0,R,2326.5
12,r,0,0,0,0,0,n,0,p,b,0,p,0,N,0,0,n,0,0,Q,p,0,0,0,0,p,p,0,0,0,0,0,0,0,0,k,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,0,K,B,0,R,12011.0
13,r,0,0,0,0,0,n,0,p,0,0,p,0,N,0,0,n,0,0,Q,p,0,0,0,0,N,p,b,0,0,0,0,0,0,0,k,p,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,0,K,B,0,R,12011.0
14,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
15,r,n,b,q,k,b,n,r,p,p,p,p,p,0,p,p,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,130.0
16,r,n,b,q,k,b,n,r,p,0,p,p,p,0,p,p,0,0,0,0,0,p,0,0,0,p,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,137.0
17,r,n,b,q,k,b,n,r,p,0,p,p,p,0,p,p,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,p,0,P,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,140.5
18,r,0,b,q,k,b,n,r,p,0,p,p,p,0,p,p,n,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,p,0,P,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,B,0,R,223.5
19,r,0,b,q,k,b,n,r,p,0,p,p,0,0,p,p,B,0,0,0,p,p,0,0,0,0,0,N,0,0,0,0,0,p,0,P,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,0,0,R,219.5
20,r,0,0,q,k,b,n,r,p,0,p,p,0,0,p,p,b,0,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,p,0,P,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,0,0,R,140.0
21,r,0,0,q,k,b,n,r,p,0,p,p,0,0,p,p,0,0,0,0,p,p,0,0,0,b,0,0,0,0,0,0,0,p,0,P,P,N,0,0,0,0,0,0,B,N,0,0,P,P,P,0,0,P,P,P,R,0,0,Q,K,0,0,R,144.0
22,r,0,0,0,k,b,n,r,p,0,p,p,q,0,p,p,0,0,0,0,p,p,0,0,0,b,0,0,0,0,0,0,0,p,0,P,P,N,0,0,0,0,0,0,B,N,0,0,P,P,P,Q,0,P,P,P,R,0,0,0,K,0,0,R,143.5
23,r,0,0,0,k,b,n,r,p,0,0,p,q,0,p,p,0,0,0,0,p,p,0,0,0,b,P,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,B,N,0,0,P,P,P,Q,0,P,P,P,R,0,0,0,K,0,0,R,248.0
24,r,0,0,0,k,b,n,r,p,0,0,p,0,0,p,p,0,0,0,0,p,p,0,0,0,b,B,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,Q,0,P,P,P,R,0,0,0,K,0,0,R,814.0
25,r,0,0,0,k,0,n,r,p,0,0,p,0,0,p,p,0,0,0,0,p,p,0,0,0,b,b,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,Q,0,P,P,P,0,0,K,R,0,0,0,R,746.0
26,r,0,0,0,k,0,n,r,p,0,0,p,0,0,p,p,0,0,0,0,p,p,0,0,0,b,0,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,Q,P,P,0,0,K,R,0,0,0,R,937.0
27,r,0,0,0,k,0,n,r,0,0,0,p,0,0,p,p,0,Q,0,0,p,p,0,0,p,b,0,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,0,P,P,0,0,K,R,0,0,0,R,1020.0
28,r,0,0,0,k,0,n,r,0,0,0,p,0,0,0,p,0,0,0,0,p,p,p,0,p,Q,0,0,0,0,0,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,0,P,P,0,0,K,R,0,0,0,R,1312.0
29,r,0,0,0,k,0,n,r,0,0,0,Q,0,0,0,p,0,0,0,0,p,p,0,0,p,0,0,0,0,0,p,0,0,p,0,0,P,N,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,0,P,P,0,0,K,R,0,0,0,R,11412.0
30,r,0,0,0,0,k,n,r,0,0,0,Q,0,0,0,p,0,0,0,0,N,p,0,0,p,0,0,0,0,0,p,0,0,p,0,0,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,0,0,P,P,0,0,K,R,0,0,0,R,11412.0
31,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
32,r,n,b,q,k,b,n,r,p,p,0,p,p,p,p,p,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,106.5
33,r,n,b,q,k,b,n,r,p,p,0,0,p,p,p,p,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,0,P,P,P,P,P,R,0,B,Q,K,B,N,R,128.5
34,r,n,b,0,k,b,n,r,p,p,0,0,p,p,p,p,0,0,p,p,0,0,0,0,q,0,0,0,0,0,0,0,0,0,P,0,N,0,0,0,0,0,0,0,0,N,0,0,P,P,0,P,P,P,P,P,R,0,B,Q,K,B,0,R,146.0
35,r,n,b,0,k,b,n,r,p,p,0,0,p,p,p,p,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,N,0,0,0,0,0,0,0,0,N,0,0,R,P,0,P,P,P,P,P,0,0,B,Q,K,B,0,R,929.0
36,r,0,b,0,k,b,n,r,p,p,0,n,p,p,p,p,0,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,N,0,0,0,0,0,0,0,0,N,0,0,R,P,0,0,P,P,P,P,0,0,B,Q,K,B,0,R,932.5
37,r,0,b,0,k,b,n,r,0,p,0,n,p,p,p,p,p,0,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,N,0,0,0,0,0,0,0,B,N,0,0,R,P,0,0,P,P,P,P,0,0,0,Q,K,B,0,R,935.5
38,r,0,b,0,k,b,n,r,0,p,0,n,p,0,p,p,p,0,p,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,P,P,0,0,0,0,0,0,N,0,B,N,0,0,R,P,0,0,P,P,P,P,0,0,0,Q,K,B,0,R,931.5
39,0,r,b,0,k,b,n,r,0,p,0,n,p,0,p,p,p,0,p,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,P,P,0,0,0,0,0,0,N,Q,B,N,0,0,R,P,0,0,P,P,P,P,0,0,0,0,K,B,0,R,930.5
40,0,r,b,0,k,b,n,r,0,p,0,0,p,0,p,p,p,0,p,p,0,0,0,0,0,0,0,0,P,p,0,0,0,0,P,0,0,0,0,0,0,0,N,Q,B,N,0,0,R,P,0,0,P,P,P,P,0,0,0,0,K,B,0,R,1125.5
41,0,r,b,0,k,b,n,r,0,p,0,0,p,0,p,p,p,0,p,0,0,0,0,0,0,0,0,0,N,p,0,0,0,0,P,0,0,0,0,0,0,0,N,Q,B,0,0,0,R,P,0,0,P,P,P,P,0,0,0,0,K,B,0,R,1224.5
42,0,r,0,0,k,b,n,r,0,p,0,Q,p,0,p,p,p,0,p,0,0,0,0,0,0,0,0,0,N,p,0,0,0,0,P,0,0,0,0,0,0,0,N,0,B,0,0,0,R,P,0,0,P,P,P,P,0,0,0,0,K,B,0,R,11508.0
43,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
44,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,128.5
45,r,n,b,q,k,b,n,r,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,p,p,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,N,R,137.0
46,r,n,b,q,k,b,n,r,p,p,p,p,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,p,p,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,N,R,46.0
47,r,n,b,q,k,b,n,r,p,p,p,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,p,0,0,p,p,0,0,0,P,0,0,0,0,0,0,N,0,0,N,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,138.0
48,r,n,b,q,k,b,n,0,p,p,p,0,0,p,0,r,0,0,0,0,p,0,0,0,0,0,0,p,0,0,B,p,0,0,0,P,0,0,0,0,0,0,N,0,0,N,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,247.0
49,r,n,b,0,k,b,n,0,p,p,p,0,0,p,0,r,0,0,0,0,p,0,0,0,0,0,0,p,0,0,N,p,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,841.5
50,r,n,b,0,k,b,n,0,p,p,p,0,0,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,p,0,p,0,0,0,P,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,0,P,P,P,P,R,0,0,Q,K,B,0,R,1314.5
51,r,n,b,0,k,b,n,0,p,p,p,0,0,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,p,0,0,0,P,P,p,0,0,0,0,N,0,0,0,0,0,P,P,P,0,0,P,P,P,R,0,0,Q,K,B,0,R,1410.0
52,r,n,b,0,k,b,n,0,p,p,p,0,0,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,Q,0,0,0,P,0,0,0,0,0,0,N,0,p,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,1522.0
53,r,n,b,0,0,b,n,0,p,p,p,0,k,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,Q,0,0,0,0,P,0,0,0,0,0,0,N,0,p,0,0,0,P,P,P,0,0,P,P,P,R,0,0,0,K,B,0,R,1523.5
54,r,n,b,0,0,b,n,0,p,p,p,0,0,k,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,Q,0,0,0,0,P,0,0,0,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,1623.5
55,r,n,b,0,0,0,n,0,p,p,p,0,b,k,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,0,P,0,0,Q,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,1510.0
56,r,n,b,0,0,0,n,0,p,p,p,0,0,k,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,0,P,0,0,0,Q,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,1725.0
57,r,n,b,0,k,0,n,0,p,p,p,0,0,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,Q,0,0,0,0,P,0,0,0,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,1913.5
58,r,0,b,0,k,0,Q,0,p,p,p,n,0,0,0,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,0,P,0,0,0,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,2213.0
59,r,0,b,0,0,0,0,0,p,p,p,n,k,0,Q,N,0,0,0,0,p,0,0,0,0,0,0,p,0,0,0,0,0,0,0,P,0,0,0,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,B,0,R,2300.5
60,r,0,b,k,0,0,0,0,p,p,p,n,0,0,Q,N,0,0,0,0,p,0,0,0,0,B,0,p,0,0,0,0,0,0,0,P,0,0,0,0,0,0,N,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,0,0,R,2299.0
61,r,0,b,k,0,0,0,0,p,p,p,n,0,0,Q,N,0,0,0,0,0,0,0,0,0,B,0,N,p,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,0,0,R,11997.0
62,r,0,b,k,0,0,Q,0,p,p,p,n,0,0,0,N,0,0,0,0,0,0,0,0,0,B,0,N,0,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,0,0,R,12296.5
63,r,0,b,k,0,Q,0,0,p,p,p,0,0,0,0,N,0,0,0,0,0,0,0,0,0,B,0,N,0,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,0,P,P,R,0,0,0,K,0,0,R,12296.5
64,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
65,r,n,b,q,k,b,n,r,p,p,p,p,p,0,p,p,0,0,0,0,0,0,0,0,0,0,0,N,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,128.0
66,r,n,b,q,k,b,n,r,p,0,p,p,p,0,p,p,0,0,0,0,0,0,0,0,0,p,0,N,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,135.0
67,r,n,b,q,k,b,n,r,p,0,p,p,p,0,p,0,0,0,0,0,0,0,0,0,0,p,0,N,0,p,0,p,0,0,0,P,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,0,P,P,P,P,R,0,B,Q,K,B,0,R,140.5
68,r,n,0,q,k,b,n,r,p,0,p,p,p,0,p,0,b,0,0,0,0,0,0,0,0,p,0,N,0,p,0,p,0,0,0,P,0,0,0,0,0,0,0,0,P,N,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,B,0,R,143.0
69,r,n,0,q,k,b,0,r,p,0,p,p,p,0,p,0,b,0,0,0,0,0,0,n,0,p,0,N,N,p,0,p,0,0,0,P,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,P,P,P,R,0,B,Q,K,B,0,R,219.0
70,r,n,0,q,k,b,0,r,p,0,p,p,p,0,p,0,b,0,0,0,0,0,0,n,0,0,0,N,N,p,0,Q,0,p,0,P,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,438.0
71,r,n,0,q,k,b,0,r,p,0,p,p,p,0,0,0,b,0,0,0,0,0,Q,n,0,0,0,N,N,p,0,0,0,p,0,P,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,10616.5
72,r,n,0,q,k,b,0,r,p,0,p,p,p,Q,0,0,b,0,0,0,0,0,0,0,0,0,0,N,N,p,0,0,0,p,0,P,0,0,0,0,0,0,0,0,P,0,0,0,P,P,P,0,0,P,P,P,R,0,B,0,K,B,0,R,10616.5
73,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,27.0
74,r,n,b,q,k,b,n,r,p,p,0,p,p,p,p,p,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,106.5
75,r,0,b,q,k,b,n,r,p,p,0,p,p,p,p,p,n,0,p,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,N,R,124.0
76,r,0,b,q,k,b,n,r,p,p,0,p,p,p,p,p,n,0,0,0,0,0,0,0,0,0,p,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,127.5
77,r,0,b,q,k,b,n,r,p,p,0,p,p,0,p,p,n,0,0,0,0,0,0,0,0,0,p,0,0,p,N,0,0,0,0,0,P,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,B,0,R,129.5
78,r,0,b,q,k,b,n,r,p,p,0,p,p,0,p,p,n,0,0,0,0,0,0,0,0,0,p,0,0,0,N,0,0,0,B,0,p,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,226.0
79,r,0,b,q,k,b,0,r,p,p,0,p,p,B,p,p,n,0,0,0,0,n,0,0,0,0,p,0,0,0,N,0,0,0,0,0,p,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,10005.0
80,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
81,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,124.5
82,r,n,b,q,k,b,n,r,0,p,p,p,p,p,p,0,p,0,0,0,0,0,0,0,0,0,0,0,N,0,0,p,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,N,B,Q,K,B,0,R,129.0
83,r,n,b,q,k,b,n,r,0,p,p,p,p,0,p,0,p,0,0,0,0,0,N,0,0,0,0,0,0,p,0,p,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,N,B,Q,K,B,0,R,328.0
84,r,n,b,q,k,b,n,N,0,p,p,p,p,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,N,B,Q,K,B,0,R,519.0
85,r,n,b,q,k,b,n,N,0,p,p,p,p,0,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,0,Q,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,N,B,0,K,B,0,R,10701.0
86,r,n,b,q,k,b,n,N,0,p,p,p,p,0,0,0,0,0,0,0,0,0,Q,0,p,0,0,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,N,B,0,K,B,0,R,10701.0
87,r,n,b,q,k,b,n,r,p,p,p,p,p,p,p,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,27.0
88,r,n,b,q,k,b,n,r,p,p,p,p,p,p,0,p,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,P,P,P,P,R,N,B,Q,K,B,0,R,124.5
89,r,n,b,q,k,b,n,r,p,p,0,p,p,p,0,p,0,0,0,0,0,0,p,0,0,0,p,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,P,P,P,P,R,0,B,Q,K,B,0,R,132.5
90,r,0,b,q,k,b,n,r,p,p,0,p,p,p,0,p,n,0,0,0,0,0,p,0,0,0,p,0,N,0,0,0,0,0,0,0,P,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,B,0,R,135.0
91,r,0,b,q,k,b,n,r,p,p,0,0,p,p,0,p,n,0,0,p,0,0,p,0,0,B,p,0,N,0,0,0,0,0,0,0,P,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,415.5
92,r,0,0,q,k,b,n,r,p,p,0,B,p,p,0,p,n,0,0,p,0,0,p,0,0,0,p,0,N,0,0,0,0,0,0,0,P,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,936.0
93,r,0,0,0,k,b,n,r,p,p,0,N,p,p,0,p,n,0,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,718.5
94,r,0,0,0,k,N,n,r,p,p,0,0,p,0,0,p,n,0,0,p,0,0,p,0,0,0,p,0,0,p,0,0,0,0,0,0,P,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,1032.0
95,r,0,0,0,k,0,n,r,p,p,0,0,p,0,0,p,n,0,0,p,N,0,p,0,0,0,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,1229.0
96,r,0,0,0,k,0,n,r,p,p,N,0,p,0,0,p,0,0,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,1915.5
97,N,0,0,0,0,k,n,r,p,p,0,0,p,0,0,p,0,0,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,0,0,0,p,0,0,0,0,0,N,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,2014.0
98,N,0,0,0,0,0,n,r,p,p,0,0,p,k,0,p,0,0,0,p,0,0,p,0,0,0,p,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,2116.5
99,N,0,0,0,0,0,n,r,p,p,0,0,0,k,0,p,0,0,0,N,0,0,p,0,0,0,p,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,P,P,P,0,P,P,P,R,0,B,Q,K,0,0,R,2208.0
